Literal,Source,Part of the text,Entity type,ES Time elapsed,# ES Hits,DBpedia % (in first 100),Hits
Thorbeckeplein,AmsterdamviaWesterborkpadroute,in text,LOC,7,236,53.0,"[u'http://nl.dbpedia.org/resource/Wijken_en_buurten_in_Amersfoort', u'http://wikidata.dbpedia.org/resource/Q19566294', u'http://wikidata.dbpedia.org/resource/Q19566297', u'http://wikidata.dbpedia.org/resource/Q3104952', u'http://www.wikidata.org/entity/Q3104952', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Burgwallen-Nieuwe_Zijde', u'http://musicbrainz.org/recording/54200d9f-4283-4508-8852-811669de7dec#_', u'http://musicbrainz.org/recording/899aa69e-6c12-4003-b25a-72f171d524d5#_', u'http://musicbrainz.org/recording/dbf177ff-1ca6-468c-b7e6-4d00c5eac617#_', u'http://musicbrainz.org/track/11859686#_', u'http://musicbrainz.org/track/1292138#_', u'http://linkedgeodata.org/triplify/node45381752', u'http://bag.kadaster.nl/id/openbareruimte/0307300000306928', u'http://bag.kadaster.nl/id/openbareruimte/0363300000005114', u'http://bag.kadaster.nl/id/openbareruimte/0484300000013120', u'http://bag.kadaster.nl/id/openbareruimte/0297300000000287', u'http://musicbrainz.org/recording/333e0180-60b2-4303-ad89-c891b8d571a5#_', u'http://musicbrainz.org/recording/54200d9f-4283-4508-8852-811669de7dec#_', u'http://musicbrainz.org/recording/6b6b26df-d9fc-4d67-9230-5bfdcb53d9ff#_', u'http://nl.dbpedia.org/resource/Thorbeckeplein']"
Rembrandtplein,AmsterdamviaWesterborkpadroute,in text,LOC,7,706,52.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Burgwallen-Nieuwe_Zijde)/Deel8', u'http://dbpedia.org/resource/Rembrandtplein', u'http://dbpedia.org/resource/Rembrandtplein', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_aan_het_Rembrandtplein_(Amsterdam)__Amsterdam__1', u'http://impressive.net/people/gerald/2003/07/06/06/01-07-09.jpg', u'http://impressive.net/people/gerald/2003/07/06/06/01-07-02.jpg', u'http://lodlaundromat.org/.well-known/genid/e50384ae27132be62474f52ee64d6e48#httpx3Ax2Fx2Frdfx2Efreebasex2Ecomx2Frdfx2Fmx2F027x7887gxxbnode2', u'http://dbpedia.org/resource/Rembrandtplein', u'http://wikidata.dbpedia.org/resource/Q1579642', u'http://wikidata.dbpedia.org/resource/Q19464652', u'http://wikidata.dbpedia.org/resource/Q19464655', u'http://wikidata.dbpedia.org/resource/Q19464660', u'http://wikidata.dbpedia.org/resource/Q19464663', u'http://wikidata.dbpedia.org/resource/Q3459317', u'http://wikidata.dbpedia.org/resource/Q1579642', u'http://nl.dbpedia.org/resource/Rembrandtplein_(Amsterdam)', u'http://nl.dbpedia.org/resource/Utrechtsestraat_(Amsterdam)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_aan_het_Rembrandtplein_(Amsterdam)', u'http://dbpedia.org/resource/Rembrandtplein', u'http://dbpedia.org/class/yago/Rembrandtplein']"
Bakkersstraat,AmsterdamviaWesterborkpadroute,in text,LOC,5,146,68.0,"[u'http://nl.dbpedia.org/resource/Bakkersstraat', u'http://nl.dbpedia.org/resource/Bakkersstraat', u'http://wikidata.dbpedia.org/resource/Q16069307', u'http://wikidata.dbpedia.org/resource/Q18941177', u'http://wikidata.dbpedia.org/resource/Q18941192', u'http://wikidata.dbpedia.org/resource/Q18941198', u'http://www.wikidata.org/entity/Q18941188', u'http://www.wikidata.org/entity/Q18941190', u'http://www.wikidata.org/entity/Q18941198', u'http://www.wikidata.org/entity/Q1882148', u'http://www.wikidata.org/entity/Q16276134', u'http://bag.kadaster.nl/id/openbareruimte/0047300000262052', u'http://bag.kadaster.nl/id/openbareruimte/0983300000000369', u'http://bag.kadaster.nl/id/openbareruimte/1714300000714707', u'http://bag.kadaster.nl/id/openbareruimte/0281300000027902', u'http://bag.kadaster.nl/id/openbareruimte/0363300000002462', u'http://wikidata.dbpedia.org/resource/Q18941183', u'http://wikidata.dbpedia.org/resource/Q18941186', u'http://wikidata.dbpedia.org/resource/Q18941190', u'http://wikidata.dbpedia.org/resource/Q18941196']"
Amstel,AmsterdamviaWesterborkpadroute,in text ,LOC,9,33247,92.0,"[u'http://dbpedia.org/resource/Amstel_Brewery', u'http://dbpedia.org/resource/Amstel', u'http://is.dbpedia.org/resource/Amstel', u'http://dbpedia.org/resource/Amstel', u'http://nl.dbpedia.org/resource/Amstel_(straat)', u'http://nl.dbpedia.org/resource/Amsterdam_Airlines', u'http://ro.dbpedia.org/resource/Amstel', u'http://scn.dbpedia.org/resource/Amstel', u'http://nl.dbpedia.org/resource/Amstel_(rivier)', u'http://nl.dbpedia.org/resource/Amstelveld', u'http://nl.dbpedia.org/resource/Amsterdam_Airlines', u'http://ca.dbpedia.org/resource/Amstel', u'http://cs.dbpedia.org/resource/Amstel', u'http://dbpedia.org/resource/Amstel_(disambiguation)', u'http://uk.dbpedia.org/resource/\u0410\u043c\u0441\u0442\u0435\u043b_(\u0440\u0456\u0447\u043a\u0430)', u'http://ca.dbpedia.org/resource/Amstel', u'http://nl.dbpedia.org/resource/Wim_Suurbier', u'http://dbpedia.org/resource/Amstel', u'http://nl.dbpedia.org/resource/Amstel_(rivier)', u'http://ko.dbpedia.org/resource/\uc554\uc2a4\ud154_\uac15']"
Halvemaansbrug,AmsterdamviaWesterborkpadroute,in text,LOC,6,9,44.44444444444444,"[u'http://bag.kadaster.nl/id/openbareruimte/0363300011950355', u'http://purl.org/collections/nl/am/t-11498', u'http://wikidata.dbpedia.org/resource/Q14851316', u'http://www.wikidata.org/entity/Q14851316', u'http://bag.kadaster.nl/id/openbareruimte/0363300011950355', u'http://purl.org/collections/nl/am/t-20835', u""http://nl.dbpedia.org/resource/'s-Gravenlandseveer"", u'http://nl.dbpedia.org/resource/Amstel_(straat)', u""http://nl.dbpedia.org/resource/'s-Gravenlandseveer""]"
Kloveniersburgwal,AmsterdamviaWesterborkpadroute,in text,LOC,7,1269,84.0,"[u'http://de.dbpedia.org/resource/Kloveniersburgwal', u'http://dbpedia.org/resource/Kloveniersburgwal', u'http://dbpedia.org/resource/Canals_of_Amsterdam%23Kloveniersburgwal', u'http://wikidata.dbpedia.org/resource/Q2621306', u'http://de.dbpedia.org/resource/Kloveniersburgwal', u'http://nl.dbpedia.org/resource/Kloveniersburgwal', u'http://www.wikidata.org/entity/Q2621306', u'http://bag.kadaster.nl/id/openbareruimte/0363300011950581', u'http://linkedgeodata.org/triplify/node1250800970', u'http://linkedgeodata.org/triplify/way157924570', u'http://linkedgeodata.org/triplify/node441241372', u'http://dbpedia.org/resource/Kloveniersburgwal', u'http://dbpedia.org/resource/Kloveniersburgwal', u'http://nl.dbpedia.org/resource/Kloveniersburgwal', u'http://nl.dbpedia.org/resource/Kloveniersburgwal', u'http://dbpedia.org/resource/Canals_of_Amsterdam%23Kloveniersburgwal', u'http://nl.dbpedia.org/resource/Kloveniersburgwal', u'http://dbpedia.org/resource/Canals_of_Amsterdam%23Kloveniersburgwal', u'http://purl.org/collections/nl/am/t-1905', u'http://wikidata.dbpedia.org/resource/Q2621306']"
Staalstraat ,AmsterdamviaWesterborkpadroute,in text,LOC,6,216,74.0,"[u'http://purl.org/collections/nl/am/t-2466', u'http://wikidata.dbpedia.org/resource/Q3293172', u'http://wikidata.dbpedia.org/resource/Q19545915', u'http://wikidata.dbpedia.org/resource/Q19545898', u'http://wikidata.dbpedia.org/resource/Q19545906', u'http://wikidata.dbpedia.org/resource/Q19545909', u'http://wikidata.dbpedia.org/resource/Q19545911', u'http://wikidata.dbpedia.org/resource/Q2766846', u'http://www.wikidata.org/entity/Q2766846', u'http://bag.kadaster.nl/id/openbareruimte/0150300000000996', u'http://bag.kadaster.nl/id/openbareruimte/0828300001451289', u'http://bag.kadaster.nl/id/openbareruimte/0597300000200394', u'http://bag.kadaster.nl/id/openbareruimte/0599300000003378', u'http://bag.kadaster.nl/id/openbareruimte/0772300000002074', u'http://nl.dbpedia.org/resource/Staalstraat', u'http://nl.dbpedia.org/resource/Staalstraat', u'http://wikidata.dbpedia.org/resource/Q2766846', u'http://wikidata.dbpedia.org/resource/Q19545902', u'http://wikidata.dbpedia.org/resource/Q19545907', u'http://wikidata.dbpedia.org/resource/Q19545912']"
B. Bijvoetbrug,AmsterdamviaWesterborkpadroute,in text,LOC,8,15,80.0,"[u'http://nl.dbpedia.org/resource/Ir._B._Bijvoetbrug', u'http://wikidata.dbpedia.org/resource/Q2541051', u'http://bag.kadaster.nl/id/openbareruimte/0363300011950244', u'http://nl.dbpedia.org/resource/Ir._B._Bijvoetbrug', u'http://nl.dbpedia.org/resource/Ir._B._Bijvoetbrug', u'http://nl.dbpedia.org/resource/Ir._B._Bijvoetbrug', u'http://nl.dbpedia.org/resource/Ir._B._Bijvoetbrug', u'http://www.wikidata.org/entity/Q2541051', u'http://bag.kadaster.nl/id/openbareruimte/0363300011950244', u'http://nl.dbpedia.org/resource/Ir._B._Bijvoetbrug', u'http://nl.dbpedia.org/resource/Ir._B._Bijvoetbrug', u'http://nl.dbpedia.org/resource/Ir._B._Bijvoetbrug', u'http://nl.dbpedia.org/resource/Ir._B._Bijvoetbrug', u'http://nl.dbpedia.org/resource/Ir._B._Bijvoetbrug', u'http://nl.dbpedia.org/resource/Ir._B._Bijvoetbrug']"
Stopera,AmsterdamviaWesterborkpadroute,in text,LOC,6,1262,65.0,"[u'http://dbpedia.org/resource/Stopera', u'http://lodlaundromat.org/.well-known/genid/1f6b553fa1e48b6624c0d4a7d994ac78#genid154xxhttpx3Ax2Fx2Fhawidux2Ecomx2Fbradx2Erdf', u'http://purl.org/collections/nl/am/t-13349', u'http://wikidata.dbpedia.org/resource/Q1138851', u'http://wikidata.dbpedia.org/resource/Q1138851', u'http://fr.dbpedia.org/resource/Waiting_for_the_Barbarians', u'http://fr.dbpedia.org/resource/Waiting_for_the_Barbarians', u'http://fr.dbpedia.org/resource/The_Making_of_the_Representative_for_Planet_8', u'http://dbpedia.org/resource/Bill_Stopera', u'http://dbpedia.org/resource/Bill_Stopera', u'http://dbpedia.org/class/yago/Stopera', u'http://fr.dbpedia.org/resource/Monsters_of_Grace', u'http://fr.dbpedia.org/resource/Monsters_of_Grace', u'http://www.wikidata.org/entity/Q1138851S2A831157-7414-41AC-8288-405250F9B6F9', u'http://www.wikidata.org/entity/Q1325514SD27BBC78-A8D9-498B-960B-5071C4A771EE', u'http://dbpedia.org/resource/Stopera', u'http://www.wikidata.org/entity/Q1138851', u'http://www.wikidata.org/entity/Q1138851', u'http://dbpedia.org/resource/Waiting_for_the_Barbarians_(opera)', u'http://dbpedia.org/resource/Waiting_for_the_Barbarians_(opera)']"
Waterlooplein,AmsterdamviaWesterborkpadroute,in text,LOC,7,626,63.0,"[u'http://nl.dbpedia.org/resource/Waterlooplein', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam__3611__1', u'http://dbpedia.org/resource/Waterlooplein_metro_station', u'http://nl.dbpedia.org/resource/Waterlooplein_(metrostation)', u'http://de.dbpedia.org/resource/Waterlooplein', u'http://dbpedia.org/resource/Waterlooplein', u'http://dbpedia.org/resource/Waterlooplein', u'http://dbpedia.org/resource/Waterlooplein_metro_station', u'http://dbpedia.org/resource/Waterlooplein', u'http://purl.org/collections/nl/am/t-2599', u'http://ex.plode.us/tag/waterlooplein', u'http://lodlaundromat.org/.well-known/genid/e50384ae27132be62474f52ee64d6e48#httpx3Ax2Fx2Frdfx2Efreebasex2Ecomx2Frdfx2Fmx2F026j6llxxbnode9', u'http://rdf.freebase.com/ns/m.026j6ll', u'http://dbpedia.org/resource/Waterlooplein_metro_station', u'http://dbpedia.org/resource/Waterlooplein_metro_station', u'http://dbpedia.org/resource/Waterlooplein', u'http://wikidata.dbpedia.org/resource/Q2301532', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam__3611__1', u'http://nl.dbpedia.org/resource/Nieuwe_Amstelstraat', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam']"
Walter Süskindbrug,AmsterdamviaWesterborkpadroute,in text,LOC,9,0,,[]
Nieuwe Herengracht,AmsterdamviaWesterborkpadroute,in text,LOC,14,617,89.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam__2947__1', u'http://nl.dbpedia.org/resource/Nieuwe_Herengracht', u'http://sws.geonames.org/2750313/', u'http://wikidata.dbpedia.org/resource/Q2327303', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam', u'http://nl.dbpedia.org/resource/Nieuwe_Herengracht', u'http://www.wikidata.org/entity/Q2327303', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam', u'http://bag.kadaster.nl/id/openbareruimte/0363300000003907', u'http://sws.geonames.org/2750313/', u'http://nl.dbpedia.org/resource/Jonas_Dani\xebl_Meijerplein', u'http://nl.dbpedia.org/resource/Nieuwe_Herengracht', u'http://wikidata.dbpedia.org/resource/Q2327303', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam__2947__1', u'http://nl.dbpedia.org/resource/Jonas_Dani\xebl_Meijerplein', u'http://nl.dbpedia.org/resource/Jonas_Dani\xebl_Meijerplein', u'http://www.wikidata.org/entity/Q2327303', u'http://bag.kadaster.nl/id/openbareruimte/0363300011950301', u'http://nl.dbpedia.org/resource/Jonas_Dani\xebl_Meijerplein', u'http://nl.dbpedia.org/resource/Nieuwe_Herengracht']"
Barent Helleman,AmsterdamviaWesterborkpadroute,in text,PER,11,18,100.0,"[u'http://dbpedia.org/resource/Amstelhof', u'http://ms.dbpedia.org/resource/Amstelhof', u'http://ms.dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://ms.dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://ms.dbpedia.org/resource/Amstelhof']"
Diaconie,AmsterdamviaWesterborkpadroute,in text,ORG,8,1545,100.0,"[u'http://dbpedia.org/resource/Diaconie', u'http://dbpedia.org/resource/Diaconie', u'http://nl.dbpedia.org/resource/Diaconie', u'http://fr.dbpedia.org/resource/Dio_Padre_misericordioso_(titre_cardinalice)', u'http://fr.dbpedia.org/resource/San_Benedetto_fuori_Porta_San_Paolo_(titre_cardinalice)', u'http://fr.dbpedia.org/resource/San_Giovanni_Bosco_in_via_Tuscolana_(titre_cardinalice)', u'http://fr.dbpedia.org/resource/San_Giovanni_della_Pigna_(titre_cardinalice)', u'http://fr.dbpedia.org/resource/San_Michele_Arcangelo_(titre_cardinalice)', u'http://fr.dbpedia.org/resource/San_Ponziano_(titre_cardinalice)', u'http://fr.dbpedia.org/resource/San_Giorgio_in_Velabro_(titre_cardinalice)', u'http://fr.dbpedia.org/resource/San_Giuliano_Martire_(titre_cardinalice)', u'http://fr.dbpedia.org/resource/San_Lorenzo_in_Piscibus_(titre_cardinalice)', u'http://fr.dbpedia.org/resource/San_Paolo_alla_Regola_(titre_cardinalice)', u'http://fr.dbpedia.org/resource/San_Paolo_alla_Tre_Fontane_(titre_cardinalice)', u'http://fr.dbpedia.org/resource/San_Sebastiano_al_Palatino_(titre_cardinalice)', u""http://fr.dbpedia.org/resource/Sant'Adriano_al_Foro_(titre_cardinalice)"", u""http://fr.dbpedia.org/resource/Sant'Angelo_in_Pescheria_(titre_cardinalice)"", u""http://fr.dbpedia.org/resource/Sant'Apollinare_alle_Terme_Neroniane-Alessandrine_(titre_cardinalice)"", u'http://fr.dbpedia.org/resource/Santa_Lucia_in_Septisolio_(titre_cardinalice)', u'http://fr.dbpedia.org/resource/Santa_Maria_Liberatrice_a_Monte_Testaccio_(titre_cardinalice)']"
Diaconie Oude Vrouwen Huys anno 1681,AmsterdamviaWesterborkpadroute,in text,MON,27,0,,[]
Amstelhof,AmsterdamviaWesterborkpadroute,in text,MON,6,165,74.0,"[u'http://nl.dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://nl.dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://lodlaundromat.org/.well-known/genid/e50384ae27132be62474f52ee64d6e48#httpx3Ax2Fx2Frdfx2Efreebasex2Ecomx2Frdfx2Fmx2F064kdx5Ftxxbnode0', u'http://dbpedia.org/resource/Amstelhof', u'http://wikidata.dbpedia.org/resource/Q2202618', u'http://wikidata.dbpedia.org/resource/Q4748815', u'http://dbpedia.org/class/yago/Amstelhof,WesternCape', u'http://dbpedia.org/resource/Amstelhof', u'http://dbpedia.org/resource/Amstelhof', u'http://www.wikidata.org/entity/Q18934960', u'http://www.wikidata.org/entity/Q4748815', u'http://linkedgeodata.org/triplify/node1347561753', u'http://bag.kadaster.nl/id/openbareruimte/0861300000347019', u'http://dbpedia.org/resource/Amstelhof', u'http://purl.org/collections/nl/am/t-27130', u'http://lodlaundromat.org/.well-known/genid/e50384ae27132be62474f52ee64d6e48#httpx3Ax2Fx2Frdfx2Efreebasex2Ecomx2Frdfx2Fmx2F064kdx5Ftxxbnode2', u'http://wikidata.dbpedia.org/resource/Q2202618']"
Hermitage Museum,AmsterdamviaWesterborkpadroute,in text,MON,22,2889,75.0,"[u'http://dbpedia.org/resource/Category:Hermitage_Museum', u'http://dbpedia.org/resource/Hermitage_Museum', u'http://dbpedia.org/resource/Hermitage_Museum', u'http://cordis.rkbexplorer.com/id/organization-bdc39ae4ff4532a8915abde94c5d84bd', u'http://dbpedia.org/resource/Benois_Madonna', u'http://dbpedia.org/resource/Hermitage_Museum', u'http://dbpedia.org/resource/Category:Hermitage_Museum', u'http://dbpedia.org/resource/Place_de_la_Concorde_(painting)', u'http://travel.org/russia#Hermitage_Museum', u'http://dbpedia.org/resource/Place_de_la_Concorde_(painting)', u'http://dbpedia.org/resource/Hermitage_museum', u'http://sr.dbpedia.org/resource/\u0415\u0440\u043c\u0438\u0442\u0430\u0436', u'http://simple.dbpedia.org/resource/Hermitage_Museum', u'http://dbpedia.org/resource/Category:Hermitage_Museum', u'http://dbpedia.org/resource/Benois_Madonna', u'http://dbpedia.org/resource/Hermitage_Museum', u'http://dbpedia.org/resource/Place_de_la_Concorde_(painting)', u'http://dbpedia.org/resource/Hermitage_Museum', u'http://be-x-old.dbpedia.org/resource/\u042d\u0440\u043c\u0456\u0442\u0430\u0436', u'http://dbpedia.org/class/yago/HermitageMuseum']"
Russische Hermitage,AmsterdamviaWesterborkpadroute,in text,MON,12,0,,[]
Amstelzijde 51,AmsterdamviaWesterborkpadroute,in text,LOC,10,12,75.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Ouderkerk_aan_de_Amstel', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Ouderkerk_aan_de_Amstel', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Ouderkerk_aan_de_Amstel__veen__14', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Ouderkerk_aan_de_Amstel', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Ouderkerk_aan_de_Amstel__veen__14', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Ouderkerk_aan_de_Amstel', u'http://wikidata.dbpedia.org/resource/Q17613367', u'http://www.wikidata.org/entity/Q17613367', u'http://data.cultureelerfgoed.nl/id/70C8F42C-E9E4-49FF-8C26-2FA8DBD874A9', u'http://data.cultureelerfgoed.nl/id/70C8F42C-E9E4-49FF-8C26-2FA8DBD874A9', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Ouderkerk_aan_de_Amstel', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Ouderkerk_aan_de_Amstel']"
M.S. Vas Diasbrug,AmsterdamviaWesterborkpadroute,in text ,LOC,11,0,,[]
J.D. Meijerplein,AmsterdamviaWesterborkpadroute,in text,LOC,9,13,92.3076923076923,"[u'http://nl.dbpedia.org/resource/J.D._Meijerplein', u'http://purl.org/collections/nl/am/t-1832', u'http://nl.dbpedia.org/resource/Weesperstraat', u'http://nl.dbpedia.org/resource/J.D._Meijerplein', u'http://nl.dbpedia.org/resource/Weesperstraat', u'http://nl.dbpedia.org/resource/Jonas_Dani\xebl_Meijerplein', u'http://nl.dbpedia.org/resource/Weesperstraat', u'http://nl.dbpedia.org/resource/Jonas_Dani\xebl_Meijerplein', u'http://nl.dbpedia.org/resource/Weesperstraat', u'http://nl.dbpedia.org/resource/Jonas_Dani\xebl_Meijerplein', u'http://nl.dbpedia.org/resource/Weesperstraat', u'http://nl.dbpedia.org/resource/Jonas_Dani\xebl_Meijerplein', u'http://nl.dbpedia.org/resource/Weesperstraat']"
Tweede Wereldoorlog,AmsterdamviaWesterborkpadroute,in text,EVENT,22,88877,97.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Katwijk_aan_Zee', u'http://nl.dbpedia.org/resource/Emilio_De_Bono', u'http://nl.dbpedia.org/resource/Hans_Krebs_(generaal)', u'http://nl.dbpedia.org/resource/Hermann_G\xf6ring', u'http://nl.dbpedia.org/resource/Hidden_Children_-_Escape_of_the_Innocents', u'http://nl.dbpedia.org/resource/Jan_Lever_(verzetsstrijder)', u'http://nl.dbpedia.org/resource/Cornelis_Pieter_van_den_Hoek', u'http://nl.dbpedia.org/resource/Conferentie_van_Ca\xefro', u'http://nl.dbpedia.org/resource/Conferentie_van_Jalta', u'http://nl.dbpedia.org/resource/Conferentie_van_Placentia_Bay', u'http://nl.dbpedia.org/resource/Hans_Krebs_(generaal)', u'http://nl.dbpedia.org/resource/Hermann_G\xf6ring', u'http://nl.dbpedia.org/resource/Tweede_Wereldoorlog', u'http://nl.dbpedia.org/resource/Categorie:Tweede_Wereldoorlog', u'http://nl.dbpedia.org/resource/52e_(Laagland)_Divisie', u'http://nl.dbpedia.org/resource/Arcadiaconferentie', u'http://nl.dbpedia.org/resource/Conferentie_van_Ca\xefro', u'http://nl.dbpedia.org/resource/Dick_Brouwer_(verzetsstrijder)', u'http://nl.dbpedia.org/resource/Tweede_wereldoorlog', u'http://nl.dbpedia.org/resource/52e_(Laagland)_Divisie']"
Mr. Visserplein,AmsterdamviaWesterborkpadroute,in text,LOC,3652,206,79.0,"[u'http://nl.dbpedia.org/resource/Jonas_Dani\xebl_Meijerplein', u'http://nl.dbpedia.org/resource/Mr._Visserplein', u'http://nl.dbpedia.org/resource/Muiderstraat', u'http://purl.org/collections/nl/am/t-2053', u'http://wikidata.dbpedia.org/resource/Q4685881', u'http://nl.dbpedia.org/resource/Mr._Visserplein', u'http://www.wikidata.org/entity/Q4685881', u'http://bag.kadaster.nl/id/openbareruimte/0363300000003825', u'http://nl.dbpedia.org/resource/Mr._Visserplein', u'http://nl.dbpedia.org/resource/Mr._Visserplein', u'http://nl.dbpedia.org/resource/Mr_Visserplein', u'http://wikidata.dbpedia.org/resource/Q4685881', u'http://dbpedia.org/resource/Jodenbreestraat', u'http://nl.dbpedia.org/resource/Muiderstraat', u'http://nl.dbpedia.org/resource/Jodenbreestraat', u'http://nl.dbpedia.org/resource/Mr._Visserplein', u'http://www.wikidata.org/entity/Q4685881', u'http://bag.kadaster.nl/id/openbareruimte/0363300000003825', u'http://nl.dbpedia.org/resource/Muiderstraat', u'http://nl.dbpedia.org/resource/Jonas_Dani\xebl_Meijerplein']"
Portugese Synagoge,AmsterdamviaWesterborkpadroute,in text,MON,4,58,82.75862068965517,"[u'http://purl.org/collections/nl/am/t-30599', u'http://wikidata.dbpedia.org/resource/Q17297813', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Nieuwmarkt_en_Lastage__Amsterdam__125', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Nieuwmarkt_en_Lastage__Amsterdam__125', u'http://www.wikidata.org/entity/Q17297813', u'http://wikidata.dbpedia.org/resource/Q17297813', u'http://www.wikidata.org/entity/Q17297813', u'http://linkedgeodata.org/triplify/way57861363', u'http://www.wikidata.org/entity/Q17543465', u'http://www.wikidata.org/entity/Q1853707', u'http://nl.dbpedia.org/resource/Portugese_Synagoge_van_Amsterdam', u'http://nl.dbpedia.org/resource/Portugese_Synagoge_van_Amsterdam', u'http://wikidata.dbpedia.org/resource/Q17543465', u'http://wikidata.dbpedia.org/resource/Q17791559', u'http://www.wikidata.org/entity/Q17791559', u'http://wikidata.dbpedia.org/resource/Q17334812', u'http://www.wikidata.org/entity/Q17334812', u'http://dbpedia.org/resource/Portuguese_Synagogue%2C_Amsterdam', u'http://it.dbpedia.org/resource/Sinagoga_portoghese_di_Amsterdam', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Nieuwmarkt_en_Lastage']"
kamp Schoorl,AmsterdamviaWesterborkpadroute,in text,LOC,5,116,95.0,"[u'http://dbpedia.org/resource/Kamp_Schoorl', u'http://dbpedia.org/resource/Kamp_Schoorl', u'http://dbpedia.org/resource/Kamp_Schoorl', u'http://dbpedia.org/resource/Kamp_Schoorl', u'http://dbpedia.org/resource/Kamp_Schoorl', u'http://dbpedia.org/resource/Kamp_Schoorl', u'http://wikidata.dbpedia.org/resource/Q1831994', u'http://dbpedia.org/resource/Kamp_Schoorl', u'http://dbpedia.org/resource/Kamp_Schoorl', u'http://dbpedia.org/resource/Kamp_Schoorl', u'http://www.wikidata.org/entity/Q1831994', u'http://fy.dbpedia.org/resource/Kamp_Schoorl', u'http://dbpedia.org/resource/Kamp_Schoorl', u'http://linkedgeodata.org/triplify/node2374301033', u'http://nl.dbpedia.org/resource/Kamp_Schoorl', u'http://dbpedia.org/resource/Kamp_Schoorl', u'http://nl.dbpedia.org/resource/Kamp_Schoorl', u'http://dbpedia.org/resource/Kamp_Schoorl', u'http://dbpedia.org/resource/Kamp_Schoorl', u'http://dbpedia.org/resource/Kamp_Schoorl']"
