SAE International Journal of Alternative Powertrains,2167-4191,2167-4205,http://saealtpow.saejournals.org/,1,Tekn - Maskinteknikk
SAE International Journal of Engines,1946-3936,1946-3944,http://saeeng.saejournals.org/,1,Tekn - Maskinteknikk
SAE International Journal of Fuels and Lubricants,1946-3952,1946-3960,http://saefuel.saejournals.org/,1,Tekn - Anvendt geologi og petroleumsfag
SAE International Journal of Materials & Manufacturing,1946-3979,1946-3987,http://saematman.saejournals.org/,1,Tekn - Materialteknologi
SAE International Journal of Passenger Cars - Electronic and Electrical Systems,1946-4614,1946-4622,http://saepcelec.saejournals.org/,1,Tekn - Elektronikk og kybernetikk
SAE International Journal of Passenger Cars - Mechanical Systems,1946-3995,1946-4002,http://saepcmech.saejournals.org/,1,Tekn - Maskinteknikk
SAE International Journal of Transportation Safety,2327-5626,2327-5634,http://saetransaf.saejournals.org/,1,Tekn - Tverrfaglighet
SAN PABLO,[forlag],[forlag],https://sanpablo.com.ar/comprar/,0,Blandet fag/disiplin
Scientifica,-,2090-908X,http://www.hindawi.com/journals/scientifica/,1,Biologi
SCTIW review,-,2374-9288,http://www.sctiw.org/home,0,Teologi og religionsvitenskap
"Selskapsrettstidsskriftet. Tidsskriftet for selskaper, markeder, samfunn og miljÌü",-,2387-337X,http://www.selskapsrettstidsskriftet.no,0,Rettsvitenskap
South Asian Journal of Human Resources Management,2322-0937,2349-5790,http://www.uk.sagepub.com/journals/Journal202252,1,Ì÷konomisk-administrative fag
Sprache und Sprachen,0934-6813,2199-6016,http://gesus-info.de/,1,Tysk og nederlandsk
Springer International Handbooks of Education,2197-1951,2197-196X,http://www.springer.com/series/6189,1,Pedagogikk og utdanning
St. Petersburg State University of Aerospace Instrumentation (SUAI),[forlag],[forlag],http://suai.ru/m_univ_rect.shtml,0,Blandet fag/disiplin
Stockholm University Press,[forlag],[forlag],http://www.stockholmuniversitypress.se/,1,Blandet fag/disiplin
Studentlitteratur AB,[forlag],[forlag],http://www.studentlitteratur.se,1,Blandet fag/disiplin
Studia Canonica,0039-310X,-,http://ustpaul.ca/en/faculty-of-canon-law-studia-canonica_350_39.htm,1,Teologi og religionsvitenskap
Studies in Arabic Linguistics,2212-8042,-,https://www.benjamins.com/,1,Asiatiske og afrikanske studier
Studies in Costume & Performance,2052-4013,2052-4021,"http://www.intellectbooks.co.uk/journals/view-Journal,id=235/",0,Teatervitenskap og drama
Studies in Post-Soviet Politics and Society,1614-3515,-,http://www.ibidemverlag.de/Reihen-Schriftenreihen-Institutsreihen/Soviet-and-Post-Soviet-Politics-and-Society/?XTCsid=e1bd87469c95101ca74dbea1551fff1c,1,Statsvitenskap
Studies in Russian and Soviet Cinema,1750-3132,1750-3140,http://www.tandfonline.com/loi/rrsc20,1,Medier og kommunikasjon
Studii de lingvistic?,2248-2547,2284-5437,http://studiidelingvistica.uoradea.ro/index-en.html,1,Lingvistikk
Sudostroenie i morskaÌ¢ infrastruktura,2409-3858,-,http://smi.nuos.edu.ua/,0,Tekn - Marin og maritim teknologi
Surgical neurology international,-,2152-7806,http://surgicalneurologyint.com/reviewers.asp,1,Med - Kirurgiske fag
Sustainability of Water Quality and Ecology,2212-6120,2212-6139,http://www.journals.elsevier.com/sustainability-of-water-quality-and-ecology,1,Geofag
Svensk tidskrift fÌ¦r musikforskning,-,2002-021X,http://musikforskning.se/stm-sjm/,1,Musikkvitenskap
Swedish-American Historical Quarterly,0730-028X,-,http://collections.carli.illinois.edu/cdm4/index_npu_sahq.php?CISOROOT=/npu_sahq,1,Historie
Systems,-,2079-8954,http://www.mdpi.com/journal/systems,1,Informatikk
Tanzania Journal of Health Research,1821-6404,-,http://www.bioline.org.br/th/,0,Helse- og sosialfag
Teaching and Learning Inquiry,2167-4779,2167-4787,http://www.issotl.com/issotl15/node/20,1,Pedagogikk og utdanning
Technical Soaring,-,0744-8996,http://journals.sfu.ca/ts/index.php/ts/index,0,Tekn - Generell
"Technology, Knowledge and Learning",2211-1662,2211-1670,http://www.springer.com/education+&+language/learning+&+instruction/journal/10758,2,Pedagogikk og utdanning
TELFOR Journal,1821-3251,2334-9905,http://journal.telfor.rs/Public/Home.aspx,1,Tekn - Datateknikk og datavitenskap
Texto Digital,-,1807-9288,https://periodicos.ufsc.br/index.php/textodigital/about/contact,0,Tverrfaglig humanistisk forskning
The Cognitive Behaviour Therapist,-,1754-470X,http://journals.cambridge.org/action/displayJournal?jid=CBT,1,Psykologi
The International Journal of Marine Design,-,2048-7541,http://www.rina.org.uk/international_journal_of_marine_design.html,1,Tekn - Generell
The International Speech Communication Association (ISCA),[forlag],[forlag],http://sprosig.isle.illinois.edu/sp2012/index.html,1,Blandet fag/disiplin
The Interpreters' newsletter,1591-4127,-,http://www.openstarts.units.it/dspace/handle/10077/2119,1,Lingvistikk
The Lancet Haematology,2352-3026,-,http://www.thelancet.com/journals/lanhae/issue/current,1,Med - Hematologi
The New School economic review,2377-2832,2377-2840,http://www.newschooljournal.com/journal/,0,SamfunnsÌükonomi
The Pluralist,1930-7365,1944-6489,http://www.press.uillinois.edu/journals/plur.html,1,Filosofi og idÌ©historie
The Polish Quarterly of International Affairs,1230-4999,-,http://www.pism.pl/publications/journals/The_Polish_Quarterly_of_International_Affairs,1,Statsvitenskap
The Proceedings from the Annual Meeting of the Document Academy,-,2376-8908,http://ideaexchange.uakron.edu/docam/,1,Biblioteks- og informasjonsvitenskap
ToDiGRA,2328-9414,2328-9422,http://todigra.org/,1,Medier og kommunikasjon
Translation Spaces,2211-3711,2211-372X,https://benjamins.com/,0,Tverrfaglig humanistisk forskning
Uralo-altajskie issledovaniÌ¢,2079-1003,-,http://iling-ran.ru/beta/publications/journals/ural-altai/eng,0,Lingvistikk
Utrecht Journal of International and European Law,-,2053-5341,http://www.utrechtjournal.org/,1,Rettsvitenskap
Venture Publishing,[forlag],[forlag],http://www.venturepublish.com/,0,Blandet fag/disiplin
Voprosy onomastiki,1994-2400,1994-2451,http://www.onomastics.ru/en,1,Lingvistikk
Wallace Stevens Journal,0148-7132,2160-0570,http://www.press.jhu.edu/journals/wallace_stevens_journal/,1,Engelsk
Wasserwirtschaft,0043-0978,2192-8762,http://www.springer.com/environment/journal/35147,1,Biologi
WIT Transactions on Information and Communication Technologies,1746-4463,1743-3517,http://www.witpress.com/elibrary/wit-transactions-on-information-and-communication-technologies,1,Tekn - Datateknikk og datavitenskap
"Work, Aging and Retirement",2054-4642,2054-4650,http://workar.oxfordjournals.org/,0,Psykologi
World Allergy Organization Journal,-,1939-4551,http://www.worldallergy.org/,1,Med - Biomedisin
World Journal of Educational Research,2375-9771,2333-5998,http://wjer.org/,0,Pedagogikk og utdanning
World Journal of Orthopaedics,-,2218-5836,http://www.wjgnet.com/2218-5836/,1,Med - Kirurgiske fag
Yanke,1004-4469,-,http://yk.periodicals.net.cn/default.html,1,Med - Ì÷yesykdommer
Yearbook of International Religious Demography,2352-1147,-,http://www.brill.com/products/book/yearbook-international-religious-demography-2014,1,Tverrfaglig samfunnsforskning
"Zeitschrift fur Evidenz, Fortbildung und Qualitat im Gesundheitswesen",1865-9217,2212-0289,http://www.journals.elsevier.com/zeitschrift-fur-evidenz-fortbildung-und-qualitat-im-gesundheitswesen/,1,Helse- og sosialfag
Zentralasiatische Studien,0514-857X,-,http://www.tibetinstitut.de/zas-zeitschrift.html,1,Asiatiske og afrikanske studier
Zhongguo Jixie Gongcheng Xuekan,0257-9731,-,http://csme-journal.nutn.edu.tw/index.asp,1,Tekn - Maskinteknikk
"???????????? ??????. ????? ?????????. ??????????????. Gumanitarnyi Vektor. Seriya Filologiya, Vostokovedenie",2307-1834,-,http://zabvektor.com,0,Lingvistikk
"???????????? ??????. ????? ?????????. ?????????????. Gumanitarnyi Vektor. Seriya Filosophiya, Kul?turologiya",2307-1826,-,http://zabvektor.com,,
